trip_id,arrival_time,departure_time,stop_id,stop_sequence
237155.115,10:00:00,10:00:30,3455211377,1
237155.115,10:20:00,10:20:30,297460778,2
237155.115,10:40:00,10:40:30,344240647,3
237155.115,11:00:00,11:00:30,2470507979,4
237155.116,10:00:00,10:00:30,3455193488,0
237155.116,10:20:00,10:20:30,3455211377,1
237155.116,10:40:00,10:40:30,297460778,2
237155.116,11:00:00,11:00:30,344240647,3
237155.116,11:20:00,11:20:30,2470507979,4
237155.117,10:20:00,10:20:30,3455193488,0
237155.117,10:40:00,10:40:30,3455211377,1
237155.117,11:00:00,11:00:30,297460778,2
237155.117,11:20:00,11:20:30,344240647,3
237155.117,11:40:00,11:40:30,2470507979,4
237155.118,10:40:00,10:40:30,3455193488,0
237155.118,11:00:00,11:00:30,3455211377,1
237155.118,11:20:00,11:20:30,297460778,2
237155.118,11:40:00,11:40:30,344240647,3
237155.118,12:00:00,12:00:30,2470507979,4
237155.119,11:00:00,11:00:30,3455193488,0
237155.119,11:20:00,11:20:30,3455211377,1
237155.119,11:40:00,11:40:30,297460778,2
237155.119,12:00:00,12:00:30,344240647,3
237155.119,12:20:00,12:20:30,2470507979,4
237155.120,11:20:00,11:20:30,3455193488,0
237155.120,11:40:00,11:40:30,3455211377,1
237155.120,12:00:00,12:00:30,297460778,2
237155.120,12:20:00,12:20:30,344240647,3
237155.120,12:40:00,12:40:30,2470507979,4
237155.121,11:40:00,11:40:30,3455193488,0
237155.121,12:00:00,12:00:30,3455211377,1
237155.121,12:20:00,12:20:30,297460778,2
237155.121,12:40:00,12:40:30,344240647,3
237155.121,13:00:00,13:00:30,2470507979,4
237155.122,12:00:00,12:00:30,3455193488,0
237155.122,12:20:00,12:20:30,3455211377,1
237155.122,12:40:00,12:40:30,297460778,2
237155.122,13:00:00,13:00:30,344240647,3
237155.122,13:20:00,13:20:30,2470507979,4
237155.123,12:20:00,12:20:30,3455193488,0
237155.123,12:40:00,12:40:30,3455211377,1
237155.123,13:00:00,13:00:30,297460778,2
237155.123,13:20:00,13:20:30,344240647,3
237155.123,13:40:00,13:40:30,2470507979,4
237155.124,12:40:00,12:40:30,3455193488,0
237155.124,13:00:00,13:00:30,3455211377,1
237155.124,13:20:00,13:20:30,297460778,2
237155.124,13:40:00,13:40:30,344240647,3
237155.124,14:00:00,14:00:30,2470507979,4
237155.125,13:00:00,13:00:30,3455193488,0
237155.125,13:20:00,13:20:30,3455211377,1
237155.125,13:40:00,13:40:30,297460778,2
237155.125,14:00:00,14:00:30,344240647,3
237155.125,14:20:00,14:20:30,2470507979,4
237155.126,13:20:00,13:20:30,3455193488,0
237155.126,13:40:00,13:40:30,3455211377,1
237155.126,14:00:00,14:00:30,297460778,2
237155.126,14:20:00,14:20:30,344240647,3
237155.126,14:40:00,14:40:30,2470507979,4
237155.127,13:40:00,13:40:30,3455193488,0
237155.127,14:00:00,14:00:30,3455211377,1
237155.127,14:20:00,14:20:30,297460778,2
237155.127,14:40:00,14:40:30,344240647,3
237155.127,15:00:00,15:00:30,2470507979,4
237155.128,14:00:00,14:00:30,3455193488,0
237155.128,14:20:00,14:20:30,3455211377,1
237155.128,14:40:00,14:40:30,297460778,2
237155.128,15:00:00,15:00:30,344240647,3
237155.128,15:20:00,15:20:30,2470507979,4
237155.129,14:20:00,14:20:30,3455193488,0
237155.129,14:40:00,14:40:30,3455211377,1
237155.129,15:00:00,15:00:30,297460778,2
237155.129,15:20:00,15:20:30,344240647,3
237155.129,15:40:00,15:40:30,2470507979,4
237155.130,14:40:00,14:40:30,3455193488,0
237155.130,15:00:00,15:00:30,3455211377,1
237155.130,15:20:00,15:20:30,297460778,2
237155.130,15:40:00,15:40:30,344240647,3
237155.130,16:00:00,16:00:30,2470507979,4
237155.131,15:00:00,15:00:30,3455193488,0
237155.131,15:20:00,15:20:30,3455211377,1
237155.131,15:40:00,15:40:30,297460778,2
237155.131,16:00:00,16:00:30,344240647,3
237155.131,16:20:00,16:20:30,2470507979,4
237155.132,15:20:00,15:20:30,3455193488,0
237155.132,15:40:00,15:40:30,3455211377,1
237155.132,16:00:00,16:00:30,297460778,2
237155.132,16:20:00,16:20:30,344240647,3
237155.132,16:40:00,16:40:30,2470507979,4
237155.133,15:40:00,15:40:30,3455193488,0
237155.133,16:00:00,16:00:30,3455211377,1
237155.133,16:20:00,16:20:30,297460778,2
237155.133,16:40:00,16:40:30,344240647,3
237155.133,17:00:00,17:00:30,2470507979,4
237155.134,16:00:00,16:00:30,3455193488,0
237155.134,16:20:00,16:20:30,3455211377,1
237155.134,16:40:00,16:40:30,297460778,2
237155.134,17:00:00,17:00:30,344240647,3
237155.134,17:20:00,17:20:30,2470507979,4
237155.135,16:20:00,16:20:30,3455193488,0
237155.135,16:40:00,16:40:30,3455211377,1
237155.135,17:00:00,17:00:30,297460778,2
237155.135,17:20:00,17:20:30,344240647,3
237155.135,17:40:00,17:40:30,2470507979,4
237155.136,16:40:00,16:40:30,3455193488,0
237155.136,17:00:00,17:00:30,3455211377,1
237155.136,17:20:00,17:20:30,297460778,2
237155.136,17:40:00,17:40:30,344240647,3
237155.136,18:00:00,18:00:30,2470507979,4
237155.137,17:00:00,17:00:30,3455193488,0
237155.137,17:20:00,17:20:30,3455211377,1
237155.137,17:40:00,17:40:30,297460778,2
237155.137,18:00:00,18:00:30,344240647,3
237155.137,18:20:00,18:20:30,2470507979,4
237155.138,17:20:00,17:20:30,3455193488,0
237155.138,17:40:00,17:40:30,3455211377,1
237155.138,18:00:00,18:00:30,297460778,2
237155.138,18:20:00,18:20:30,344240647,3
237155.138,18:40:00,18:40:30,2470507979,4
237155.139,17:40:00,17:40:30,3455193488,0
237155.139,18:00:00,18:00:30,3455211377,1
237155.139,18:20:00,18:20:30,297460778,2
237155.139,18:40:00,18:40:30,344240647,3
237155.139,19:00:00,19:00:30,2470507979,4
237155.140,18:00:00,18:00:30,3455193488,0
237155.140,18:20:00,18:20:30,3455211377,1
237155.140,18:40:00,18:40:30,297460778,2
237155.140,19:00:00,19:00:30,344240647,3
237155.140,19:20:00,19:20:30,2470507979,4
237155.141,18:20:00,18:20:30,3455193488,0
237155.141,18:40:00,18:40:30,3455211377,1
237155.141,19:00:00,19:00:30,297460778,2
237155.141,19:20:00,19:20:30,344240647,3
237155.141,19:40:00,19:40:30,2470507979,4
237155.142,18:40:00,18:40:30,3455193488,0
237155.142,19:00:00,19:00:30,3455211377,1
237155.142,19:20:00,19:20:30,297460778,2
237155.142,19:40:00,19:40:30,344240647,3
237155.142,20:00:00,20:00:30,2470507979,4
237155.143,19:00:00,19:00:30,3455193488,0
237155.143,19:20:00,19:20:30,3455211377,1
237155.143,19:40:00,19:40:30,297460778,2
237155.143,20:00:00,20:00:30,344240647,3
237155.143,20:20:00,20:20:30,2470507979,4
237155.144,19:20:00,19:20:30,3455193488,0
237155.144,19:40:00,19:40:30,3455211377,1
237155.144,20:00:00,20:00:30,297460778,2
237155.144,20:20:00,20:20:30,344240647,3
237155.144,20:40:00,20:40:30,2470507979,4
237155.145,19:40:00,19:40:30,3455193488,0
237155.145,20:00:00,20:00:30,3455211377,1
237155.145,20:20:00,20:20:30,297460778,2
237155.145,20:40:00,20:40:30,344240647,3
237155.145,21:00:00,21:00:30,2470507979,4
237155.146,20:00:00,20:00:30,3455193488,0
237155.146,20:20:00,20:20:30,3455211377,1
237155.146,20:40:00,20:40:30,297460778,2
237155.146,21:00:00,21:00:30,344240647,3
237155.146,21:20:00,21:20:30,2470507979,4
237155.147,20:20:00,20:20:30,3455193488,0
237155.147,20:40:00,20:40:30,3455211377,1
237155.147,21:00:00,21:00:30,297460778,2
237155.147,21:20:00,21:20:30,344240647,3
237155.147,21:40:00,21:40:30,2470507979,4
237155.148,20:40:00,20:40:30,3455193488,0
237155.148,21:00:00,21:00:30,3455211377,1
237155.148,21:20:00,21:20:30,297460778,2
237155.148,21:40:00,21:40:30,344240647,3
237155.148,22:00:00,22:00:30,2470507979,4
237155.149,21:00:00,21:00:30,3455193488,0
237155.149,21:20:00,21:20:30,3455211377,1
237155.149,21:40:00,21:40:30,297460778,2
237155.149,22:00:00,22:00:30,344240647,3
237155.149,22:20:00,22:20:30,2470507979,4
237155.150,21:20:00,21:20:30,3455193488,0
237155.150,21:40:00,21:40:30,3455211377,1
237155.150,22:00:00,22:00:30,297460778,2
237155.150,22:20:00,22:20:30,344240647,3
237155.150,22:40:00,22:40:30,2470507979,4
237155.151,21:40:00,21:40:30,3455193488,0
237155.151,22:00:00,22:00:30,3455211377,1
237155.151,22:20:00,22:20:30,297460778,2
237155.151,22:40:00,22:40:30,344240647,3
237155.151,23:00:00,23:00:30,2470507979,4
237155.152,22:00:00,22:00:30,3455193488,0
237155.152,22:20:00,22:20:30,3455211377,1
237155.152,22:40:00,22:40:30,297460778,2
237155.152,23:00:00,23:00:30,344240647,3
237155.152,23:20:00,23:20:30,2470507979,4
237155.153,22:20:00,22:20:30,3455193488,0
237155.153,22:40:00,22:40:30,3455211377,1
237155.153,23:00:00,23:00:30,297460778,2
237155.153,23:20:00,23:20:30,344240647,3
237155.153,23:40:00,23:40:30,2470507979,4
237155.154,22:40:00,22:40:30,3455193488,0
237155.154,23:00:00,23:00:30,3455211377,1
237155.154,23:20:00,23:20:30,297460778,2
237155.154,23:40:00,23:40:30,344240647,3
237155.154,24:00:00,24:00:30,2470507979,4
237740.01,05:00:00,05:00:30,331862564,0
237740.01,05:20:00,05:20:30,335857281,1
237740.01,05:40:00,05:40:30,759214633,2
237740.01,06:00:00,06:00:30,5300080861,3
237740.01,06:20:00,06:20:30,3452155411,4
237740.01,06:40:00,06:40:30,3452155408,5
237740.01,07:00:00,07:00:30,3452128141,6
237740.01,07:20:00,07:20:30,818631779,7
237740.02,05:20:00,05:20:30,331862564,0
237740.02,05:40:00,05:40:30,335857281,1
237740.02,06:00:00,06:00:30,759214633,2
237740.02,06:20:00,06:20:30,5300080861,3
237740.02,06:40:00,06:40:30,3452155411,4
237740.02,07:00:00,07:00:30,3452155408,5
237740.02,07:20:00,07:20:30,3452128141,6
237740.02,07:40:00,07:40:30,818631779,7
237740.03,05:40:00,05:40:30,331862564,0
237740.03,06:00:00,06:00:30,335857281,1
237740.03,06:20:00,06:20:30,759214633,2
237740.03,06:40:00,06:40:30,5300080861,3
237740.03,07:00:00,07:00:30,3452155411,4
237740.03,07:20:00,07:20:30,3452155408,5
237740.03,07:40:00,07:40:30,3452128141,6
237740.03,08:00:00,08:00:30,818631779,7
237740.04,06:00:00,06:00:30,331862564,0
237740.04,06:20:00,06:20:30,335857281,1
237740.04,06:40:00,06:40:30,759214633,2
237740.04,07:00:00,07:00:30,5300080861,3
237740.04,07:20:00,07:20:30,3452155411,4
237740.04,07:40:00,07:40:30,3452155408,5
237740.04,08:00:00,08:00:30,3452128141,6
237740.04,08:20:00,08:20:30,818631779,7
237740.05,06:20:00,06:20:30,331862564,0
237740.05,06:40:00,06:40:30,335857281,1
237740.05,07:00:00,07:00:30,759214633,2
237740.05,07:20:00,07:20:30,5300080861,3
237740.05,07:40:00,07:40:30,3452155411,4
237740.05,08:00:00,08:00:30,3452155408,5
237740.05,08:20:00,08:20:30,3452128141,6
237740.05,08:40:00,08:40:30,818631779,7
237740.06,06:40:00,06:40:30,331862564,0
237740.06,07:00:00,07:00:30,335857281,1
237740.06,07:20:00,07:20:30,759214633,2
237740.06,07:40:00,07:40:30,5300080861,3
237740.06,08:00:00,08:00:30,3452155411,4
237740.06,08:20:00,08:20:30,3452155408,5
237740.06,08:40:00,08:40:30,3452128141,6
237740.06,09:00:00,09:00:30,818631779,7
237740.07,07:00:00,07:00:30,331862564,0
237740.07,07:20:00,07:20:30,335857281,1
237740.07,07:40:00,07:40:30,759214633,2
