trip_id,start_time,end_time,headway_secs
430.237155,04:30:00,08:30:00,1200
430.237155,08:30:00,20:30:00,1800
430.237155,20:30:00,25:30:00,2800
440.237155,04:30:00,08:30:00,1200
440.237155,08:30:00,20:30:00,1800
440.237155,20:30:00,25:30:00,2800
450.237155,04:30:00,08:30:00,1200
450.237155,08:30:00,20:30:00,1800
450.237155,20:30:00,25:30:00,2800
460.237155,04:30:00,08:30:00,1200
460.237155,08:30:00,20:30:00,1800
460.237155,20:30:00,25:30:00,2800
470.237155,04:30:00,08:30:00,1200
470.237155,08:30:00,20:30:00,1800
470.237155,20:30:00,25:30:00,2800
480.237155,04:30:00,08:30:00,1200
480.237155,08:30:00,20:30:00,1800
480.237155,20:30:00,25:30:00,2800
490.237155,04:30:00,08:30:00,1200
490.237155,08:30:00,20:30:00,1800
490.237155,20:30:00,25:30:00,2800
500.237155,04:30:00,08:30:00,1200
500.237155,08:30:00,20:30:00,1800
500.237155,20:30:00,25:30:00,2800
510.237155,04:30:00,08:30:00,1200
510.237155,08:30:00,20:30:00,1800
510.237155,20:30:00,25:30:00,2800
520.237155,04:30:00,08:30:00,1200
520.237155,08:30:00,20:30:00,1800
520.237155,20:30:00,25:30:00,2800
530.237155,04:30:00,08:30:00,1200
530.237155,08:30:00,20:30:00,1800
530.237155,20:30:00,25:30:00,2800
540.237155,04:30:00,08:30:00,1200
540.237155,08:30:00,20:30:00,1800
540.237155,20:30:00,25:30:00,2800
11.237155,04:30:00,08:30:00,1200
11.237155,08:30:00,20:30:00,1800
11.237155,20:30:00,25:30:00,2800
21.237155,04:30:00,08:30:00,1200
21.237155,08:30:00,20:30:00,1800
21.237155,20:30:00,25:30:00,2800
31.237155,04:30:00,08:30:00,1200
31.237155,08:30:00,20:30:00,1800
31.237155,20:30:00,25:30:00,2800
41.237155,04:30:00,08:30:00,1200
41.237155,08:30:00,20:30:00,1800
41.237155,20:30:00,25:30:00,2800
51.237155,04:30:00,08:30:00,1200
51.237155,08:30:00,20:30:00,1800
51.237155,20:30:00,25:30:00,2800
61.237155,04:30:00,08:30:00,1200
61.237155,08:30:00,20:30:00,1800
61.237155,20:30:00,25:30:00,2800
71.237155,04:30:00,08:30:00,1200
71.237155,08:30:00,20:30:00,1800
71.237155,20:30:00,25:30:00,2800
81.237155,04:30:00,08:30:00,1200
81.237155,08:30:00,20:30:00,1800
81.237155,20:30:00,25:30:00,2800
91.237155,04:30:00,08:30:00,1200
91.237155,08:30:00,20:30:00,1800
91.237155,20:30:00,25:30:00,2800
101.237155,04:30:00,08:30:00,1200
101.237155,08:30:00,20:30:00,1800
101.237155,20:30:00,25:30:00,2800
111.237155,04:30:00,08:30:00,1200
111.237155,08:30:00,20:30:00,1800
111.237155,20:30:00,25:30:00,2800
121.237155,04:30:00,08:30:00,1200
121.237155,08:30:00,20:30:00,1800
121.237155,20:30:00,25:30:00,2800
131.237155,04:30:00,08:30:00,1200
131.237155,08:30:00,20:30:00,1800
131.237155,20:30:00,25:30:00,2800
141.237155,04:30:00,08:30:00,1200
141.237155,08:30:00,20:30:00,1800
141.237155,20:30:00,25:30:00,2800
151.237155,04:30:00,08:30:00,1200
151.237155,08:30:00,20:30:00,1800
151.237155,20:30:00,25:30:00,2800
161.237155,04:30:00,08:30:00,1200
161.237155,08:30:00,20:30:00,1800
161.237155,20:30:00,25:30:00,2800
171.237155,04:30:00,08:30:00,1200
171.237155,08:30:00,20:30:00,1800
171.237155,20:30:00,25:30:00,2800
181.237155,04:30:00,08:30:00,1200
181.237155,08:30:00,20:30:00,1800
181.237155,20:30:00,25:30:00,2800
191.237155,04:30:00,08:30:00,1200
191.237155,08:30:00,20:30:00,1800
191.237155,20:30:00,25:30:00,2800
201.237155,04:30:00,08:30:00,1200
201.237155,08:30:00,20:30:00,1800
201.237155,20:30:00,25:30:00,2800
211.237155,04:30:00,08:30:00,1200
211.237155,08:30:00,20:30:00,1800
211.237155,20:30:00,25:30:00,2800
221.237155,04:30:00,08:30:00,1200
221.237155,08:30:00,20:30:00,1800
221.237155,20:30:00,25:30:00,2800
231.237155,04:30:00,08:30:00,1200
231.237155,08:30:00,20:30:00,1800
231.237155,20:30:00,25:30:00,2800
241.237155,04:30:00,08:30:00,1200
241.237155,08:30:00,20:30:00,1800
241.237155,20:30:00,25:30:00,2800
251.237155,04:30:00,08:30:00,1200
251.237155,08:30:00,20:30:00,1800
251.237155,20:30:00,25:30:00,2800
261.237155,04:30:00,08:30:00,1200
261.237155,08:30:00,20:30:00,1800
261.237155,20:30:00,25:30:00,2800
271.237155,04:30:00,08:30:00,1200
271.237155,08:30:00,20:30:00,1800
271.237155,20:30:00,25:30:00,2800
281.237155,04:30:00,08:30:00,1200
281.237155,08:30:00,20:30:00,1800
281.237155,20:30:00,25:30:00,2800
291.237155,04:30:00,08:30:00,1200
291.237155,08:30:00,20:30:00,1800
291.237155,20:30:00,25:30:00,2800
301.237155,04:30:00,08:30:00,1200
301.237155,08:30:00,20:30:00,1800
301.237155,20:30:00,25:30:00,2800
311.237155,04:30:00,08:30:00,1200
311.237155,08:30:00,20:30:00,1800
311.237155,20:30:00,25:30:00,2800
321.237155,04:30:00,08:30:00,1200
321.237155,08:30:00,20:30:00,1800
321.237155,20:30:00,25:30:00,2800
331.237155,04:30:00,08:30:00,1200
331.237155,08:30:00,20:30:00,1800
331.237155,20:30:00,25:30:00,2800
341.237155,04:30:00,08:30:00,1200
341.237155,08:30:00,20:30:00,1800
341.237155,20:30:00,25:30:00,2800
351.237155,04:30:00,08:30:00,1200
351.237155,08:30:00,20:30:00,1800
351.237155,20:30:00,25:30:00,2800
361.237155,04:30:00,08:30:00,1200
361.237155,08:30:00,20:30:00,1800
361.237155,20:30:00,25:30:00,2800
371.237155,04:30:00,08:30:00,1200
371.237155,08:30:00,20:30:00,1800
371.237155,20:30:00,25:30:00,2800
381.237155,04:30:00,08:30:00,1200
381.237155,08:30:00,20:30:00,1800
381.237155,20:30:00,25:30:00,2800
391.237155,04:30:00,08:30:00,1200
391.237155,08:30:00,20:30:00,1800
391.237155,20:30:00,25:30:00,2800
401.237155,04:30:00,08:30:00,1200
401.237155,08:30:00,20:30:00,1800
401.237155,20:30:00,25:30:00,2800
411.237155,04:30:00,08:30:00,1200
411.237155,08:30:00,20:30:00,1800
411.237155,20:30:00,25:30:00,2800
421.237155,04:30:00,08:30:00,1200
421.237155,08:30:00,20:30:00,1800
421.237155,20:30:00,25:30:00,2800
431.237155,04:30:00,08:30:00,1200
431.237155,08:30:00,20:30:00,1800
431.237155,20:30:00,25:30:00,2800
441.237155,04:30:00,08:30:00,1200
441.237155,08:30:00,20:30:00,1800
441.237155,20:30:00,25:30:00,2800
451.237155,04:30:00,08:30:00,1200
451.237155,08:30:00,20:30:00,1800
451.237155,20:30:00,25:30:00,2800
461.237155,04:30:00,08:30:00,1200
461.237155,08:30:00,20:30:00,1800
461.237155,20:30:00,25:30:00,2800
471.237155,04:30:00,08:30:00,1200
471.237155,08:30:00,20:30:00,1800
471.237155,20:30:00,25:30:00,2800
481.237155,04:30:00,08:30:00,1200
481.237155,08:30:00,20:30:00,1800
481.237155,20:30:00,25:30:00,2800
491.237155,04:30:00,08:30:00,1200
491.237155,08:30:00,20:30:00,1800
491.237155,20:30:00,25:30:00,2800
501.237155,04:30:00,08:30:00,1200
501.237155,08:30:00,20:30:00,1800
501.237155,20:30:00,25:30:00,2800
511.237155,04:30:00,08:30:00,1200
511.237155,08:30:00,20:30:00,1800
511.237155,20:30:00,25:30:00,2800
521.237155,04:30:00,08:30:00,1200
521.237155,08:30:00,20:30:00,1800
521.237155,20:30:00,25:30:00,2800
531.237155,04:30:00,08:30:00,1200
531.237155,08:30:00,20:30:00,1800
531.237155,20:30:00,25:30:00,2800
541.237155,04:30:00,08:30:00,1200
541.237155,08:30:00,20:30:00,1800
541.237155,20:30:00,25:30:00,2800
10.237740,04:30:00,08:30:00,1200
10.237740,08:30:00,20:30:00,1800
10.237740,20:30:00,25:30:00,2800
20.237740,04:30:00,08:30:00,1200
20.237740,08:30:00,20:30:00,1800
20.237740,20:30:00,25:30:00,2800
30.237740,04:30:00,08:30:00,1200
30.237740,08:30:00,20:30:00,1800
30.237740,20:30:00,25:30:00,2800
40.237740,04:30:00,08:30:00,1200
40.237740,08:30:00,20:30:00,1800
40.237740,20:30:00,25:30:00,2800
50.237740,04:30:00,08:30:00,1200
50.237740,08:30:00,20:30:00,1800
50.237740,20:30:00,25:30:00,2800
60.237740,04:30:00,08:30:00,1200
60.237740,08:30:00,20:30:00,1800
60.237740,20:30:00,25:30:00,2800
70.237740,04:30:00,08:30:00,1200
70.237740,08:30:00,20:30:00,1800
70.237740,20:30:00,25:30:00,2800
80.237740,04:30:00,08:30:00,1200
80.237740,08:30:00,20:30:00,1800
80.237740,20:30:00,25:30:00,2800
90.237740,04:30:00,08:30:00,1200
90.237740,08:30:00,20:30:00,1800
90.237740,20:30:00,25:30:00,2800
100.237740,04:30:00,08:30:00,1200
100.237740,08:30:00,20:30:00,1800
100.237740,20:30:00,25:30:00,2800
110.237740,04:30:00,08:30:00,1200
110.237740,08:30:00,20:30:00,1800
110.237740,20:30:00,25:30:00,2800
120.237740,04:30:00,08:30:00,1200
120.237740,08:30:00,20:30:00,1800
120.237740,20:30:00,25:30:00,2800
130.237740,04:30:00,08:30:00,1200
130.237740,08:30:00,20:30:00,1800
130.237740,20:30:00,25:30:00,2800
140.237740,04:30:00,08:30:00,1200
140.237740,08:30:00,20:30:00,1800
140.237740,20:30:00,25:30:00,2800
150.237740,04:30:00,08:30:00,1200
150.237740,08:30:00,20:30:00,1800
150.237740,20:30:00,25:30:00,2800
160.237740,04:30:00,08:30:00,1200
160.237740,08:30:00,20:30:00,1800
160.237740,20:30:00,25:30:00,2800
170.237740,04:30:00,08:30:00,1200
170.237740,08:30:00,20:30:00,1800
170.237740,20:30:00,25:30:00,2800
180.237740,04:30:00,08:30:00,1200
180.237740,08:30:00,20:30:00,1800
180.237740,20:30:00,25:30:00,2800
190.237740,04:30:00,08:30:00,1200
190.237740,08:30:00,20:30:00,1800
190.237740,20:30:00,25:30:00,2800
200.237740,04:30:00,08:30:00,1200
200.237740,08:30:00,20:30:00,1800
200.237740,20:30:00,25:30:00,2800
210.237740,04:30:00,08:30:00,1200
210.237740,08:30:00,20:30:00,1800
210.237740,20:30:00,25:30:00,2800
220.237740,04:30:00,08:30:00,1200
220.237740,08:30:00,20:30:00,1800
220.237740,20:30:00,25:30:00,2800
230.237740,04:30:00,08:30:00,1200
230.237740,08:30:00,20:30:00,1800
230.237740,20:30:00,25:30:00,2800
240.237740,04:30:00,08:30:00,1200
240.237740,08:30:00,20:30:00,1800
240.237740,20:30:00,25:30:00,2800
250.237740,04:30:00,08:30:00,1200
250.237740,08:30:00,20:30:00,1800
250.237740,20:30:00,25:30:00,2800
260.237740,04:30:00,08:30:00,1200
260.237740,08:30:00,20:30:00,1800
260.237740,20:30:00,25:30:00,2800
270.237740,04:30:00,08:30:00,1200
270.237740,08:30:00,20:30:00,1800
270.237740,20:30:00,25:30:00,2800
280.237740,04:30:00,08:30:00,1200
280.237740,08:30:00,20:30:00,1800
280.237740,20:30:00,25:30:00,2800
290.237740,04:30:00,08:30:00,1200
290.237740,08:30:00,20:30:00,1800
290.237740,20:30:00,25:30:00,2800
300.237740,04:30:00,08:30:00,1200
300.237740,08:30:00,20:30:00,1800
300.237740,20:30:00,25:30:00,2800
310.237740,04:30:00,08:30:00,1200
310.237740,08:30:00,20:30:00,1800
310.237740,20:30:00,25:30:00,2800
320.237740,04:30:00,08:30:00,1200
320.237740,08:30:00,20:30:00,1800
320.237740,20:30:00,25:30:00,2800
330.237740,04:30:00,08:30:00,1200
330.237740,08:30:00,20:30:00,1800
330.237740,20:30:00,25:30:00,2800
340.237740,04:30:00,08:30:00,1200
340.237740,08:30:00,20:30:00,1800
340.237740,20:30:00,25:30:00,2800
350.237740,04:30:00,08:30:00,1200
350.237740,08:30:00,20:30:00,1800
350.237740,20:30:00,25:30:00,2800
360.237740,04:30:00,08:30:00,1200
360.237740,08:30:00,20:30:00,1800
360.237740,20:30:00,25:30:00,2800
370.237740,04:30:00,08:30:00,1200
370.237740,08:30:00,20:30:00,1800
370.237740,20:30:00,25:30:00,2800
380.237740,04:30:00,08:30:00,1200
380.237740,08:30:00,20:30:00,1800
380.237740,20:30:00,25:30:00,2800
390.237740,04:30:00,08:30:00,1200
390.237740,08:30:00,20:30:00,1800
390.237740,20:30:00,25:30:00,2800
400.237740,04:30:00,08:30:00,1200
400.237740,08:30:00,20:30:00,1800
400.237740,20:30:00,25:30:00,2800
410.237740,04:30:00,08:30:00,1200
410.237740,08:30:00,20:30:00,1800
410.237740,20:30:00,25:30:00,2800
420.237740,04:30:00,08:30:00,1200
420.237740,08:30:00,20:30:00,1800
420.237740,20:30:00,25:30:00,2800
430.237740,04:30:00,08:30:00,1200
430.237740,08:30:00,20:30:00,1800
430.237740,20:30:00,25:30:00,2800
440.237740,04:30:00,08:30:00,1200
440.237740,08:30:00,20:30:00,1800
440.237740,20:30:00,25:30:00,2800
450.237740,04:30:00,08:30:00,1200
450.237740,08:30:00,20:30:00,1800
450.237740,20:30:00,25:30:00,2800
460.237740,04:30:00,08:30:00,1200
460.237740,08:30:00,20:30:00,1800
460.237740,20:30:00,25:30:00,2800
470.237740,04:30:00,08:30:00,1200
470.237740,08:30:00,20:30:00,1800
470.237740,20:30:00,25:30:00,2800
480.237740,04:30:00,08:30:00,1200
480.237740,08:30:00,20:30:00,1800
480.237740,20:30:00,25:30:00,2800
490.237740,04:30:00,08:30:00,1200
490.237740,08:30:00,20:30:00,1800
490.237740,20:30:00,25:30:00,2800
500.237740,04:30:00,08:30:00,1200
500.237740,08:30:00,20:30:00,1800
500.237740,20:30:00,25:30:00,2800
510.237740,04:30:00,08:30:00,1200
510.237740,08:30:00,20:30:00,1800
510.237740,20:30:00,25:30:00,2800
520.237740,04:30:00,08:30:00,1200
520.237740,08:30:00,20:30:00,1800
520.237740,20:30:00,25:30:00,2800
530.237740,04:30:00,08:30:00,1200
530.237740,08:30:00,20:30:00,1800
530.237740,20:30:00,25:30:00,2800
540.237740,04:30:00,08:30:00,1200
540.237740,08:30:00,20:30:00,1800
540.237740,20:30:00,25:30:00,2800
11.237740,04:30:00,08:30:00,1200
11.237740,08:30:00,20:30:00,1800
11.237740,20:30:00,25:30:00,2800
21.237740,04:30:00,08:30:00,1200
21.237740,08:30:00,20:30:00,1800
21.237740,20:30:00,25:30:00,2800
31.237740,04:30:00,08:30:00,1200
31.237740,08:30:00,20:30:00,1800
31.237740,20:30:00,25:30:00,2800
41.237740,04:30:00,08:30:00,1200
41.237740,08:30:00,20:30:00,1800
41.237740,20:30:00,25:30:00,2800
51.237740,04:30:00,08:30:00,1200
51.237740,08:30:00,20:30:00,1800
51.237740,20:30:00,25:30:00,2800
61.237740,04:30:00,08:30:00,1200
61.237740,08:30:00,20:30:00,1800
61.237740,20:30:00,25:30:00,2800
71.237740,04:30:00,08:30:00,1200
71.237740,08:30:00,20:30:00,1800
71.237740,20:30:00,25:30:00,2800
81.237740,04:30:00,08:30:00,1200
81.237740,08:30:00,20:30:00,1800
81.237740,20:30:00,25:30:00,2800
91.237740,04:30:00,08:30:00,1200
91.237740,08:30:00,20:30:00,1800
91.237740,20:30:00,25:30:00,2800
101.237740,04:30:00,08:30:00,1200
101.237740,08:30:00,20:30:00,1800
101.237740,20:30:00,25:30:00,2800
111.237740,04:30:00,08:30:00,1200
111.237740,08:30:00,20:30:00,1800
111.237740,20:30:00,25:30:00,2800
121.237740,04:30:00,08:30:00,1200
121.237740,08:30:00,20:30:00,1800
121.237740,20:30:00,25:30:00,2800
131.237740,04:30:00,08:30:00,1200
131.237740,08:30:00,20:30:00,1800
131.237740,20:30:00,25:30:00,2800
141.237740,04:30:00,08:30:00,1200
141.237740,08:30:00,20:30:00,1800
141.237740,20:30:00,25:30:00,2800
151.237740,04:30:00,08:30:00,1200
151.237740,08:30:00,20:30:00,1800
151.237740,20:30:00,25:30:00,2800
161.237740,04:30:00,08:30:00,1200
161.237740,08:30:00,20:30:00,1800
161.237740,20:30:00,25:30:00,2800
171.237740,04:30:00,08:30:00,1200
171.237740,08:30:00,20:30:00,1800
171.237740,20:30:00,25:30:00,2800
181.237740,04:30:00,08:30:00,1200
181.237740,08:30:00,20:30:00,1800
181.237740,20:30:00,25:30:00,2800
191.237740,04:30:00,08:30:00,1200
191.237740,08:30:00,20:30:00,1800
191.237740,20:30:00,25:30:00,2800
201.237740,04:30:00,08:30:00,1200
201.237740,08:30:00,20:30:00,1800
201.237740,20:30:00,25:30:00,2800
211.237740,04:30:00,08:30:00,1200
211.237740,08:30:00,20:30:00,1800
211.237740,20:30:00,25:30:00,2800
221.237740,04:30:00,08:30:00,1200
221.237740,08:30:00,20:30:00,1800
221.237740,20:30:00,25:30:00,2800
231.237740,04:30:00,08:30:00,1200
231.237740,08:30:00,20:30:00,1800
231.237740,20:30:00,25:30:00,2800
241.237740,04:30:00,08:30:00,1200
241.237740,08:30:00,20:30:00,1800
241.237740,20:30:00,25:30:00,2800
251.237740,04:30:00,08:30:00,1200
251.237740,08:30:00,20:30:00,1800
251.237740,20:30:00,25:30:00,2800
261.237740,04:30:00,08:30:00,1200
261.237740,08:30:00,20:30:00,1800
261.237740,20:30:00,25:30:00,2800
271.237740,04:30:00,08:30:00,1200
271.237740,08:30:00,20:30:00,1800
271.237740,20:30:00,25:30:00,2800
281.237740,04:30:00,08:30:00,1200
281.237740,08:30:00,20:30:00,1800
281.237740,20:30:00,25:30:00,2800
291.237740,04:30:00,08:30:00,1200
291.237740,08:30:00,20:30:00,1800
291.237740,20:30:00,25:30:00,2800
301.237740,04:30:00,08:30:00,1200
301.237740,08:30:00,20:30:00,1800
301.237740,20:30:00,25:30:00,2800
311.237740,04:30:00,08:30:00,1200
311.237740,08:30:00,20:30:00,1800
311.237740,20:30:00,25:30:00,2800
321.237740,04:30:00,08:30:00,1200
321.237740,08:30:00,20:30:00,1800
321.237740,20:30:00,25:30:00,2800
331.237740,04:30:00,08:30:00,1200
331.237740,08:30:00,20:30:00,1800
331.237740,20:30:00,25:30:00,2800
341.237740,04:30:00,08:30:00,1200
341.237740,08:30:00,20:30:00,1800
341.237740,20:30:00,25:30:00,2800
351.237740,04:30:00,08:30:00,1200
351.237740,08:30:00,20:30:00,1800
351.237740,20:30:00,25:30:00,2800
361.237740,04:30:00,08:30:00,1200
361.237740,08:30:00,20:30:00,1800
361.237740,20:30:00,25:30:00,2800
371.237740,04:30:00,08:30:00,1200
371.237740,08:30:00,20:30:00,1800
371.237740,20:30:00,25:30:00,2800
381.237740,04:30:00,08:30:00,1200
381.237740,08:30:00,20:30:00,1800
381.237740,20:30:00,25:30:00,2800
391.237740,04:30:00,08:30:00,1200
391.237740,08:30:00,20:30:00,1800
391.237740,20:30:00,25:30:00,2800
401.237740,04:30:00,08:30:00,1200
401.237740,08:30:00,20:30:00,1800
401.237740,20:30:00,25:30:00,2800
411.237740,04:30:00,08:30:00,1200
411.237740,08:30:00,20:30:00,1800
411.237740,20:30:00,25:30:00,2800
421.237740,04:30:00,08:30:00,1200
421.237740,08:30:00,20:30:00,1800
421.237740,20:30:00,25:30:00,2800
431.237740,04:30:00,08:30:00,1200
431.237740,08:30:00,20:30:00,1800
431.237740,20:30:00,25:30:00,2800
441.237740,04:30:00,08:30:00,1200
441.237740,08:30:00,20:30:00,1800
441.237740,20:30:00,25:30:00,2800
451.237740,04:30:00,08:30:00,1200
451.237740,08:30:00,20:30:00,1800
451.237740,20:30:00,25:30:00,2800
461.237740,04:30:00,08:30:00,1200
461.237740,08:30:00,20:30:00,1800
461.237740,20:30:00,25:30:00,2800
471.237740,04:30:00,08:30:00,1200
471.237740,08:30:00,20:30:00,1800
471.237740,20:30:00,25:30:00,2800
481.237740,04:30:00,08:30:00,1200
481.237740,08:30:00,20:30:00,1800
481.237740,20:30:00,25:30:00,2800
491.237740,04:30:00,08:30:00,1200
491.237740,08:30:00,20:30:00,1800
491.237740,20:30:00,25:30:00,2800
501.237740,04:30:00,08:30:00,1200
501.237740,08:30:00,20:30:00,1800
501.237740,20:30:00,25:30:00,2800
511.237740,04:30:00,08:30:00,1200
511.237740,08:30:00,20:30:00,1800
511.237740,20:30:00,25:30:00,2800
521.237740,04:30:00,08:30:00,1200
521.237740,08:30:00,20:30:00,1800
521.237740,20:30:00,25:30:00,2800
531.237740,04:30:00,08:30:00,1200
531.237740,08:30:00,20:30:00,1800
531.237740,20:30:00,25:30:00,2800
541.237740,04:30:00,08:30:00,1200
541.237740,08:30:00,20:30:00,1800
541.237740,20:30:00,25:30:00,2800
10.385708,04:30:00,08:30:00,1200
10.385708,08:30:00,20:30:00,1800
10.385708,20:30:00,25:30:00,2800
20.385708,04:30:00,08:30:00,1200
20.385708,08:30:00,20:30:00,1800
20.385708,20:30:00,25:30:00,2800
30.385708,04:30:00,08:30:00,1200
30.385708,08:30:00,20:30:00,1800
30.385708,20:30:00,25:30:00,2800
40.385708,04:30:00,08:30:00,1200
40.385708,08:30:00,20:30:00,1800
40.385708,20:30:00,25:30:00,2800
50.385708,04:30:00,08:30:00,1200
50.385708,08:30:00,20:30:00,1800
50.385708,20:30:00,25:30:00,2800
60.385708,04:30:00,08:30:00,1200
60.385708,08:30:00,20:30:00,1800
60.385708,20:30:00,25:30:00,2800
70.385708,04:30:00,08:30:00,1200
70.385708,08:30:00,20:30:00,1800
70.385708,20:30:00,25:30:00,2800
80.385708,04:30:00,08:30:00,1200
80.385708,08:30:00,20:30:00,1800
80.385708,20:30:00,25:30:00,2800
90.385708,04:30:00,08:30:00,1200
90.385708,08:30:00,20:30:00,1800
90.385708,20:30:00,25:30:00,2800
100.385708,04:30:00,08:30:00,1200
100.385708,08:30:00,20:30:00,1800
100.385708,20:30:00,25:30:00,2800
110.385708,04:30:00,08:30:00,1200
110.385708,08:30:00,20:30:00,1800
110.385708,20:30:00,25:30:00,2800
120.385708,04:30:00,08:30:00,1200
120.385708,08:30:00,20:30:00,1800
120.385708,20:30:00,25:30:00,2800
130.385708,04:30:00,08:30:00,1200
130.385708,08:30:00,20:30:00,1800
130.385708,20:30:00,25:30:00,2800
140.385708,04:30:00,08:30:00,1200
140.385708,08:30:00,20:30:00,1800
140.385708,20:30:00,25:30:00,2800
150.385708,04:30:00,08:30:00,1200
150.385708,08:30:00,20:30:00,1800
150.385708,20:30:00,25:30:00,2800
160.385708,04:30:00,08:30:00,1200
160.385708,08:30:00,20:30:00,1800
160.385708,20:30:00,25:30:00,2800
170.385708,04:30:00,08:30:00,1200
170.385708,08:30:00,20:30:00,1800
